,text_raw,text_clean
2817,Quietly.,quietly
2818,"Go on.""",go on
2819,"The twins, holding tremulously to each other, dared the few yards to the next shelter and spread the dreadful news.",the twin hold tremulously to each other dare the few yard to the next shelter and spread the dreadful news
2820,"Ralph stood up and walked for the sake of dignity, though with his back pricking, to the platform.",ralph stand up and walk for the sake of dignity though with his back prick to the platform
2821,Piggy and Simon followed him and the other boys came sneaking after.,piggy and simon follow him and the other boy come sneak after
2822,Ralph took the conch from where it lay on the polished seat and held it to his lips; but then he hesitated and did not blow.,ralph take the conch from where it lie on the polish seat and hold it to his lip but then he hesitate and do not blow
2823,He held the shell up instead and showed it to them and they understood.,he hold the she will up instead and show it to them and they understand
2824,The rays of the sun that were fanning upwards from below the horizon swung downwards to eye-level.,the ray of the sun that be fan upwards from below the horizon swing downwards to eye level
2825,Ralph looked for a moment at the growing slice of gold that lit them from the right hand and seemed to make speech possible.,ralph look for a moment at the grow slice of gold that light them from the right hand and seem to make speech possible
2826,The circle of boys before him bristled with hunting spears.,the circle of boy before him bristle with hunt spear
2827,"He handed the conch to Eric, the nearest of the twins.",he hand the conch to eric the near of the twin
2828,"""We've seen the beast with our own eyes.",we have see the beast with our own eye
2829,"No--we weren't asleep--""",no we be not asleep
2830,Sam took up the story.,sam take up the story
2831,"By custom now one conch did for both twins, for their substantial unity was recognized.",by custom now one conch do for both twin for their substantial unity be recognize
2832,"""It was furry.",it be furry
2833,There was something moving behind its head--wings.,there be something move behind its head wing
2834,"The beast moved too--"" ""That was awful.",the beast move too that be awful
2835,"It kind of sat up--"" ""The fire was bright--"" ""We'd just made it up--"" ""--more sticks on--"" ""There were eyes--"" ""Teeth--"" ""Claws--"" ""We ran as fast as we could--"" ""Bashed into things--"" ""The beast followed us--"" ""I saw it slinking behind the trees--"" ""Nearly touched me--""",it kind of sit up the fire be bright we would just make it up much stick on there be eye tooth claw we run a fast a we can bash into thing the beast follow us i see it slink behind the tree nearly touch me
2836,"Ralph pointed fearfully at Eric's face, which was striped with scars where the bushes had torn him.",ralph point fearfully at eric s face which be stripe with scar where the bush have tear him
2837,"""How did you do that?""",how do you do that
2838,Eric felt his face.,eric feel his face
2839,"""I'm all rough.",i be all rough
2840,"Am I bleeding?""",be i bleed
2841,The circle of boys shrank away in horror.,the circle of boy shrink away in horror
2842,"Johnny, yawning still, burst into noisy tears and was slapped by Bill till he choked on them.",johnny yawn still burst into noisy tear and be slap by bill till he choke on them
2843,The bright morning was full of threats and the circle began to change.,the bright morning be full of threat and the circle begin to change
2844,"It faced out, rather than in, and the spears of sharpened wood were like a fence.",it face out rather than in and the spear of sharpen wood be like a fence
2845,Jack called them back to the center.,jack call them back to the center
2846,"""This'll be a real hunt!",this will be a real hunt
2847,"Who'll come?""",who will come
2848,Ralph moved impatiently.,ralph move impatiently
2849,"""These spears are made of wood.",this spear be make of wood
2850,"Don't be silly.""",do not be silly
2851,Jack sneered at him.,jack sneer at him
2852,"""Frightened?""",frighten
2853,"""'Course I'm frightened.",course i be frighten
2854,"Who wouldn't be?""",who would not be
2855,"He turned to the twins, yearning but hopeless.",he turn to the twin yearn but hopeless
2856,"""I suppose you aren't pulling our legs?""",i suppose you be not pull our leg
2857,The reply was too emphatic for anyone to doubt them.,the reply be too emphatic for anyone to doubt them
2858,Piggy took the conch.,piggy take the conch
2859,"""Couldn't we--kind of--stay here?",can not we kind of stay here
2860,"Maybe the beast won't come near us.""",maybe the beast will not come near us
2861,"But for the sense of something watching them, Ralph would have shouted at him.",but for the sense of something watch them ralph would have shout at him
2862,"""Stay here?",stay here
2863,"And be cramped into this bit of the island, always on the lookout?",and be cramp into this bite of the island always on the lookout
2864,How should we get our food?,how should we get our food
2865,"And what about the fire?""",and what about the fire
2866,"""Let's be moving,"" said Jack relentlessly, ""we're wasting time.""",let us be move say jack relentlessly we be waste time
2867,"""No we're not.",no we be not
2868,"What about the littluns?""",what about the littluns
2869,"""Sucks to the littluns!""",suck to the littluns
2870,"""Someone's got to look after them.""",someone be get to look after them
2871,"""Nobody has so far.""",nobody have so far
2872,"""There was no need!",there be no need
2873,Now there is.,now there be
2874,"Piggy'll look after them.""",piggy will look after them
2875,"""That's right.",that be right
2876,"Keep Piggy out of danger.""",keep piggy out of danger
2877,"""Have some sense.",have some sense
2878,"What can Piggy do with only one eye?""",what can piggy do with only one eye
2879,"The rest of the boys were looking from Jack to Ralph, curiously.",the rest of the boy be look from jack to ralph curiously
2880,"""And another thing.",and another thing
2881,You can't have an ordinary hunt because the beast doesn't leave tracks.,you can not have a ordinary hunt because the beast doe not leave track
2882,If it did you'd have seen them.,if it do you would have see them
2883,"For all we know, the beast may swing through the trees like what's its name.""",for all we know the beast may swing through the tree like what be its name
2884,They nodded.,they nod
2885,"""So we've got to think.""",so we have get to think
2886,Piggy took off his damaged glasses and cleaned the remaining lens.,piggy take off his damage glass and clean the remain lens
2887,"""How about us, Ralph?""",how about us ralph
2888,"""You haven't got the conch.",you have not get the conch
2889,"Here.""",here
2890,"""I mean--how about us?",i mean how about us
2891,Suppose the beast comes when you're all away.,suppose the beast come when you be all away
2892,"I can't see proper, and if I get scared--""",i can not see proper and if i get scare
2893,"Jack broke in, contemptuously.",jack break in contemptuously
2894,"""You're always scared.""",you be always scare
2895,"""I got the conch--"" ""Conch!",i get the conch conch
2896,"Conch!""",conch
2897,shouted Jack.,shout jack
2898,"""We don't need the conch any more.",we do not need the conch any much
2899,We know who ought to say things.,we know who ought to say thing
2900,"What good did Simon do speaking, or Bill, or Walter?",what good do simon do speak or bill or walter
2901,"It's time some people knew they've got to keep quiet and leave deciding things to the rest of us.""",it be time some people know they have get to keep quiet and leave decide thing to the rest of us
2902,Ralph could no longer ignore his speech.,ralph can no long ignore his speech
2903,The blood was hot in his cheeks.,the blood be hot in his cheek
2904,"""You haven't got the conch,"" he said.",you have not get the conch he say
2905,"""Sit down.""",sit down
2906,"Jack's face went so white that the freckles showed as clear, brown flecks.",jack s face go so white that the freckle show a clear brown fleck
2907,He licked his lips and remained standing.,he lick his lip and remain stand
2908,"""This is a hunter's job.""",this be a hunter s job
2909,The rest of the boys watched intently.,the rest of the boy watch intently
2910,"Piggy, finding himself uncomfortably embroiled, slid the conch to Ralph's knees and sat down.",piggy find himself uncomfortably embroil slide the conch to ralph s knee and sit down
2911,The silence grew oppressive and Piggy held his breath.,the silence grow oppressive and piggy hold his breath
2912,"""This is more than a hunter's job,"" said Ralph at last, ""because you can't track the beast.",this be much than a hunter s job say ralph at last because you can not track the beast
2913,"And don't you want to be rescued?""",and do not you want to be rescue
2914,He turned to the assembly.,he turn to the assembly
2915,"""Don't you all want to be rescued?""",do not you all want to be rescue
2916,He looked back at Jack.,he look back at jack
2917,"""I said before, the fire is the main thing.",i say before the fire be the main thing
2918,"Now the fire must be out--""",now the fire must be out
2919,The old exasperation saved him and gave him the energy to attack.,the old exasperation save him and give him the energy to attack
2920,"""Hasn't anyone got any sense?",have not anyone get any sense
2921,We've got to relight that fire.,we have get to relight that fire
2922,"You never thought of that, Jack, did you?",you never think of that jack do you
2923,"Or don't any of you want to be rescued?""",or do not any of you want to be rescue
2924,"Yes, they wanted to be rescued, there was no doubt about that; and with a violent swing to Ralph's side, the crisis passed.",yes they want to be rescue there be no doubt about that and with a violent swing to ralph s side the crisis pass
2925,"Piggy let out his breath with a gasp, reached for it again and failed.",piggy let out his breath with a gasp reach for it again and fail
2926,"He lay against a log, his mouth gaping, blue shadows creeping round his lips.",he lie against a log his mouth gape blue shadow creep round his lip
2927,Nobody minded him.,nobody mind him
2928,"""Now think, Jack.",now think jack
2929,"Is there anywhere on the island you haven't been?""",be there anywhere on the island you have not be
2930,Unwillingly Jack answered.,unwillingly jack answer
2931,"""There's only--but of course!",there be only but of course
2932,You remember?,you remember
2933,"The tail-end part, where the rocks are all piled up.",the tail end part where the rock be all pile up
2934,I've been near there.,i have be near there
2935,The rock makes a sort of bridge.,the rock make a sort of bridge
2936,"There's only one way up.""",there be only one way up
2937,"""And the thing might live there.""",and the thing may live there
2938,All the assembly talked at once.,all the assembly talk at once
2939,"""Quite!",quite
2940,All right.,all right
2941,That's where we'll look.,that be where we will look
2942,"If the beast isn't there we'll go up the mountain and look; and light the fire.""",if the beast be not there we will go up the mountain and look and light the fire
2943,"""Let's go.""",let us go
2944,"""We'll eat first.",we will eat ﻿1
2945,"Then go.""",then go
2946,Ralph paused.,ralph pause
2947,"""We'd better take spears.""",we would well take spear
2948,"After they had eaten, Ralph and the biguns set out along the beach.",after they have eat ralph and the biguns set out along the beach
2949,They left Piggy propped up on the platform.,they leave piggy prop up on the platform
2950,"This day promised, like the others, to be a sunbath under a blue dome.",this day promise like the other to be a sunbath under a blue dome
2951,The beach stretched away before them in a gentle curve till perspective drew it into one with the forest; for the day was not advanced enough to be obscured by the shifting veils of mirage.,the beach stretch away before them in a gentle curve till perspective draw it into one with the forest for the day be not advance enough to be obscure by the shift veil of mirage
2952,"Under Ralph's direction, they picked up a careful way along the palm terrace, rather than dare the hot sand down by the water.",under ralph s direction they pick up a careful way along the palm terrace rather than dare the hot sand down by the water
2953,He let Jack lead the way; and Jack trod with theatrical caution though they could have seen an enemy twenty yards away.,he let jack lead the way and jack tread with theatrical caution though they can have see a enemy twenty yard away
2954,"Ralph walked in the rear, thankful to have escaped responsibility for a time.",ralph walk in the rear thankful to have escape responsibility for a time
2955,"Simon, walking in front of Ralph, felt a flicker of incredulity--a beast with claws that scratched, that sat on a mountain-top, that left no tracks and yet was not fast enough to catch Samneric.",simon walk in front of ralph feel a flicker of incredulity a beast with claw that scratch that sit on a mountain top that leave no track and yet be not fast enough to catch samneric
2956,"However Simon thought of the beast, there rose before his inward sight the picture of a human at once heroic and sick.",however simon think of the beast there rise before his inward sight the picture of a human at once heroic and sick
2957,He sighed.,he sigh
2958,"Other people could stand up and speak to an assembly, apparently, without that dreadful feeling of the pressure of personality; could say what they would as though they were speaking to only one person.",other people can stand up and speak to a assembly apparently without that dreadful feel of the pressure of personality can say what they would a though they be speak to only one person
2959,He stepped aside and looked back.,he step aside and look back
2960,"Ralph was coming along, holding his spear over his shoulder.",ralph be come along hold his spear over his shoulder
2961,"Diffidently, Simon allowed his pace to slacken until he was walking side by side with Ralph and looking up at him through the coarse black hair that now fell to his eyes.",diffidently simon allow his pace to slacken until he be walk side by side with ralph and look up at him through the coarse black hair that now fall to his eye
2962,"Ralph glanced sideways, smiled constrainedly as though he had forgotten that Simon had made a fool of himself, then looked away again at nothing.",ralph glance sideways smile constrainedly a though he have forget that simon have make a fool of himself then look away again at nothing
2963,For a moment or two Simon was happy to be accepted and then he ceased to think about himself.,for a moment or two simon be happy to be accept and then he cease to think about himself
2964,When he bashed into a tree Ralph looked sideways impatiently and Robert sniggered.,when he bash into a tree ralph look sideways impatiently and robert snigger
2965,Simon reeled and a white spot on his forehead turned red and trickled.,simon reel and a white spot on his forehead turn red and trickle
2966,Ralph dismissed Simon and returned to his personal hell.,ralph dismiss simon and return to his personal hell
2967,They would reach the castle some time; and the chief would have to go forward.,they would reach the castle some time and the chief would have to go forward
2968,Jack came trotting back.,jack come trot back
2969,"""We're in sight now.""",we be in sight now
2970,"""All right.",all right
2971,"We'll get as close as we can.""",we will get a close a we can
2972,He followed Jack toward the castle where the ground rose slightly.,he follow jack toward the castle where the grind rise slightly
2973,On their left was an impenetrable tangle of creepers and trees.,on their leave be a impenetrable tangle of creeper and tree
2974,"""Why couldn't there be something in that?""",why can not there be something in that
2975,"""Because you can see.",because you can see
2976,"Nothing goes in or out.""",nothing go in or out
2977,"""What about the castle then?""",what about the castle then
2978,"""Look.""",look
2979,Ralph parted the screen of grass and looked out.,ralph part the screen of grass and look out
2980,There were only a few more yards of stony ground and then the two sides of the island came almost together so that one expected a peak of headland.,there be only a few much yard of stony grind and then the two side of the island come almost together so that one expect a peak of headland
2981,"But instead of this a narrow ledge of rock, a few yards wide and perhaps fifteen long, continued the island out into the sea.",but instead of this a narrow ledge of rock a few yard wide and perhaps fifteen long continue the island out into the sea
2982,There lay another of those pieces of pink squareness that underlay the structure of the island.,there lie another of that piece of pink squareness that underlie the structure of the island
2983,"This side of the castle, perhaps a hundred feet high, was the pink bastion they had seen from the mountain-top.",this side of the castle perhaps a hundred foot high be the pink bastion they have see from the mountain top
2984,The rock of the cliff was split and the top littered with great lumps that seemed to totter.,the rock of the cliff be split and the top litter with great lump that seem to totter
2985,Behind Ralph the tall grass had filled with silent hunters.,behind ralph the tall grass have fill with silent hunter
2986,Ralph looked at Jack.,ralph look at jack
2987,"""You're a hunter.""",you be a hunter
2988,Jack went red.,jack go red
2989,"""I know.",i know
2990,"All right.""",all right
2991,Something deep in Ralph spoke for him.,something deep in ralph speak for him
2992,"""I'm chief.",i be chief
2993,I'll go.,i will go
2994,"Don't argue.""",do not argue
2995,He turned to the others.,he turn to the other
2996,"""You.",you
2997,Hide here.,hide here
2998,"Wait for me.""",wait for me
2999,He found his voice tended either to disappear or to come out too loud.,he find his voice tend either to disappear or to come out too loud
3000,He looked at Jack.,he look at jack
3001,"""Do you--think?""",do you think
3002,Jack muttered.,jack mutter
3003,"""I've been all over.",i have be all over
3004,"It must be here.""",it must be here
3005,"""I see.""",i see
3006,"Simon mumbled confusedly: ""I don't believe in the beast.""",simon mumble confusedly i do not believe in the beast
3007,"Ralph answered him politely, as if agreeing about the weather.",ralph answer him politely a if agree about the weather
3008,"""No.",no
3009,"I suppose not.""",i suppose not
3010,His mouth was tight and pale.,his mouth be tight and pale
3011,He put back his hair very slowly.,he put back his hair very slowly
3012,"""Well.",good
3013,"So long.""",so long
3014,He forced his feet to move until they had carried him out on to the neck of land.,he force his foot to move until they have carry him out on to the neck of land
3015,He was surrounded on all sides by chasms of empty air.,he be surround on all side by chasm of empty air
3016,"There was nowhere to hide, even if one did not have to go on.",there be nowhere to hide even if one do not have to go on
3017,He paused on the narrow neck and looked down.,he pause on the narrow neck and look down
3018,"Soon, in a matter of centuries, the sea would make an island of the castle.",soon in a matt of century the sea would make a island of the castle
3019,"On the right hand was the lagoon, troubled by the open sea; and on the left-- Ralph shuddered.",on the right hand be the lagoon trouble by the open sea and on the leave ralph shudder
3020,The lagoon had protected them from the Pacific: and for some reason only Jack had gone right down to the water on the other side.,the lagoon have protect them from the pacific and for some reason only jack have go right down to the water on the other side
3021,Now he saw the landsman's view of the swell and it seemed like the breathing of some stupendous creature.,now he see the landsman s view of the swell and it seem like the breathe of some stupendous creature
3022,"Slowly the waters sank among the rocks, revealing pink tables of granite, strange growths of coral, polyp, and weed.",slowly the water sink among the rock reveal pink table of granite strange growth of coral polyp and wee
3023,"Down, down, the waters went, whispering like the wind among the heads of the forest.",down down the water go whisper like the wind among the head of the forest
3024,"There was one flat rock there, spread like a table, and the waters sucking down on the four weedy sides made them seem like cliffs.",there be one flat rock there spread like a table and the water suck down on the four weedy side make them seem like cliff
3025,"Then the sleeping leviathan breathed out, the waters rose, the weed streamed, and the water boiled over the table rock with a roar.",then the sleep leviathan breathe out the water rise the wee stream and the water boil over the table rock with a roar
3026,There was no sense of the passage of waves; only this minute-long fall and rise and fall.,there be no sense of the passage of wave only this minute long fall and rise and fall
3027,Ralph turned away to the red cliff.,ralph turn away to the red cliff
3028,"They were waiting behind him in the long grass, waiting to see what he would do.",they be wait behind him in the long grass wait to see what he would do
3029,He noticed that the sweat in his palm was cool now; realized with surprise that he did not really expect to meet any beast and didn't know what he would do about it if he did.,he notice that the sweat in his palm be cool now realize with surprise that he do not really expect to meet any beast and do not know what he would do about it if he do
3030,He saw that he could climb the cliff but this was not necessary.,he see that he can climb the cliff but this be not necessary
3031,"The squareness of the rock allowed a sort of plinth round it, so that to the right, over the lagoon, one could inch along a ledge and turn the corner out of sight.",the squareness of the rock allow a sort of plinth round it so that to the right over the lagoon one can inch along a ledge and turn the corner out of sight
3032,"It was easy going, and soon he was peering round the rock.",it be easy go and soon he be peer round the rock
3033,"Nothing but what you might expect: pink, tumbled boulders with guano layered on them like icing; and a steep slope up to the shattered rocks that crowned the bastion.",nothing but what you may expect pink tumble boulder with guano layer on them like ice and a steep slope up to the shatter rock that crown the bastion
3034,A sound behind him made him turn.,a sound behind him make him turn
3035,Jack was edging along the ledge.,jack be edge along the ledge
3036,"""Couldn't let you do it on your own.""",can not let you do it on your own
3037,Ralph said nothing.,ralph say nothing
3038,"He led the way over the rocks, inspected a sort of half-cave that held nothing more terrible than a clutch of rotten eggs, and at last sat down, looking round him and tapping the rock with the butt of his spear.",he lead the way over the rock inspect a sort of half cave that hold nothing much terrible than a clutch of rotten egg and at last sit down look round him and tap the rock with the butt of his spear
3039,Jack was excited.,jack be excite
3040,"""What a place for a fort!""",what a place for a fort
3041,A column of spray wetted them.,a column of spray wet them
3042,"""No fresh water.""",no fresh water
3043,"""What's that then?""",what be that then
3044,There was indeed a long green smudge half-way up the rock.,there be indeed a long green smudge half way up the rock
3045,They climbed up and tasted the trickle of water.,they climb up and taste the trickle of water
3046,"""You could keep a coconut shell there, filling all the time.""",you can keep a coconut she will there fill all the time
3047,"""Not me.",not me
3048,"This is a rotten place.""",this be a rotten place
3049,Side by side they scaled the last height to where the diminishing pile was crowned by the last broken rock.,side by side they scale the last height to where the diminish pile be crown by the last break rock
3050,Jack struck the near one with his fist and it grated slightly.,jack strike the near one with his fist and it grate slightly
3051,"""Do you remember--?""",do you remember
3052,Consciousness of the bad times in between came to them both.,consciousness of the bad time in between come to them both
3053,Jack talked quickly.,jack talk quickly
3054,"""Shove a palm trunk under that and if an enemy came-- look!""",shove a palm trunk under that and if a enemy come look
3055,"A hundred feet below them was the narrow causeway, then the stony ground, then the grass dotted with heads, and behind that the forest.",a hundred foot below them be the narrow causeway then the stony grind then the grass dot with head and behind that the forest
3056,"""One heave,"" cried Jack, exulting, ""and--wheee--!""",one heave cry jack exult and wheee
3057,He made a sweeping movement with his hand.,he make a sweep movement with his hand
3058,Ralph looked toward the mountain.,ralph look toward the mountain
3059,"""What's the matter?""",what be the matt
3060,Ralph turned.,ralph turn
3061,"""Why?""",why
3062,"""You were looking--I don't know why.""",you be look i do not know why
3063,"""There's no signal now.",there be no signal now
3064,"Nothing to show.""",nothing to show
3065,"""You're nuts on the signal.""",you be nut on the signal
3066,"The taut blue horizon encircled them, broken only by the mountain-top.",the taut blue horizon encircle them break only by the mountain top
3067,"""That's all we've got.""",that be all we have get
3068,He leaned his spear against the rocking stone and pushed back two handfuls of hair.,he lean his spear against the rock stone and push back two handful of hair
3069,"""We'll have to go back and climb the mountain.",we will have to go back and climb the mountain
3070,"That's where they saw the beast.""",that be where they see the beast
3071,"""The beast won't be there.""",the beast will not be there
3072,"""What else can we do?""",what else can we do
3073,"The others, waiting in the grass, saw Jack and Ralph unharmed and broke cover into the sunlight.",the other wait in the grass see jack and ralph unharmed and break cover into the sunlight
3074,They forgot the beast in the excitement of exploration.,they forget the beast in the excitement of exploration
3075,They swarmed across the bridge and soon were climbing and shouting.,they swarm across the bridge and soon be climb and shout
3076,"Ralph stood now, one hand against an enormous red block, a block large as a mill wheel that had been split off and hung, tottering.",ralph stand now one hand against a enormous red block a block large a a mill wheel that have be split off and hang totter
3077,Somberly he watched the mountain.,somberly he watch the mountain
3078,He clenched his fist and beat hammer-wise on the red wall at his right.,he clench his fist and beat hammer wise on the red wall at his right
3079,His lips were tightly compressed and his eyes yearned beneath the fringe of hair.,his lip be tightly compress and his eye yearn beneath the fringe of hair
3080,"""Smoke.""",smoke
3081,He sucked his bruised fist.,he suck his bruise fist
3082,"""Jack!",jack
3083,"Come on.""",come on
3084,But Jack was not there.,but jack be not there
3085,"A knot of boys, making a great noise that he had not noticed, were heaving and pushing at a rock.",a knot of boy make a great noise that he have not notice be heave and push at a rock
3086,"As he turned, the base cracked and the whole mass toppled into the sea so that a thunderous plume of spray leapt half-way up the cliff.",a he turn the base crack and the whole mass topple into the sea so that a thunderous plume of spray leap half way up the cliff
3087,"""Stop it!",stop it
3088,"Stop it!""",stop it
3089,His voice struck a silence among them.,his voice strike a silence among them
3090,"""Smoke.""",smoke
3091,A strange thing happened in his head.,a strange thing happen in his head
3092,"Something flittered there in front of his mind like a bat's wing, obscuring his idea.",something flittered there in front of his mind like a bat s wing obscure his idea
3093,"""Smoke.""",smoke
3094,"At once the ideas were back, and the anger.",at once the idea be back and the anger
3095,"""We want smoke.",we want smoke
3096,And you go wasting your time.,and you go waste your time
3097,"You roll rocks.""",you roll rock
3098,Roger shouted.,roger shout
3099,"""We've got plenty of time!""",we have get plenty of time
3100,Ralph shook his head.,ralph shake his head
3101,"""We'll go to the mountain.""",we will go to the mountain
3102,The clamor broke out.,the clamor break out
3103,Some of the boys wanted to go back to the beach.,some of the boy want to go back to the beach
3104,Some wanted to roll more rocks.,some want to roll much rock
3105,The sun was bright and danger had faded with the darkness.,the sun be bright and danger have fade with the darkness
3106,"""Jack.",jack
3107,The beast might be on the other side.,the beast may be on the other side
3108,You can lead again.,you can lead again
3109,"You've been.""",you have be
3110,"""We could go by the shore.",we can go by the shore
3111,"There's fruit.""",there be fruit
3112,Bill came up to Ralph.,bill come up to ralph
3113,"""Why can't we stay here for a bit?""",why can not we stay here for a bite
3114,"""That's right.''",that be right
3115,"""Let's have a fort.",let us have a fort
3116,""" ""There's no food here,"" said Ralph, ""and no shelter.",there be no food here say ralph and no shelter
3117,Not much fresh water.,not much fresh water
3118,""" ""This would make a wizard fort.",this would make a wizard fort
3119,""" ""We can roll rocks--"" ""Right onto the bridge--"" ""I say we'll go on!""",we can roll rock right onto the bridge i say we will go on
3120,shouted Ralph furiously.,shout ralph furiously
3121,"""We've got to make certain.",we have get to make certain
3122,We'll go now.,we will go now
3123,""" ""Let's stay here--"" ""Back to the shelter--"" ""I'm tired--"" ""No!""",let us stay here back to the shelter i be tire no
3124,Ralph struck the skin off his knuckles.,ralph strike the skin off his knuckle
3125,They did not seem to hurt.,they do not seem to hurt
3126,"""I'm chief.",i be chief
3127,We've got to make certain.,we have get to make certain
3128,Can't you see the mountain?,can not you see the mountain
3129,There's no signal showing.,there be no signal show
3130,There may be a ship out there.,there may be a ship out there
3131,"Are you all off your rockers?""",be you all off your rocker
3132,"Mutinously, the boys fell silent or muttering.",mutinously the boy fall silent or mutter
3133,Jack led the way down the rock and across the bridge.,jack lead the way down the rock and across the bridge
3134,CHAPTER SEVEN  Shadows and Tall Trees The pig-run kept close to the jumble of rocks that lay down by the water on the other side and Ralph was content to follow Jack along it.,chapter seven shadow and tall tree the pig run keep close to the jumble of rock that lie down by the water on the other side and ralph be content to follow jack along it
3135,"If you could shut your ears to the slow suck down of the sea and boil of the return, if you could forget how dun and unvisited were the ferny coverts on either side, then there was a chance that you might put the beast out of mind and dream for a while.",if you can shut your ear to the slow suck down of the sea and boil of the return if you can forget how dun and unvisited be the ferny covert on either side then there be a chance that you may put the beast out of mind and dream for a while
3136,The sun had swung over the vertical and the afternoon heat was closing in on the island.,the sun have swing over the vertical and the afternoon heat be close in on the island
3137,Ralph passed a message forward to Jack and when they next came to fruit the whole party stopped and ate.,ralph pass a message forward to jack and when they next come to fruit the whole party stop and eat
3138,"Sitting, Ralph was aware of the heat for the first time that day.",sit ralph be aware of the heat for the ﻿1 time that day
3139,He pulled distastefully at his grey shirt and wondered whether he might undertake the adventure of washing it.,he pull distastefully at his grey shirt and wonder whether he may undertake the adventure of wash it
3140,"Sitting under what seemed an unusual heat, even for this island, Ralph planned his toilet.",sit under what seem a unusual heat even for this island ralph plan his toilet
3141,He would like to have a pair of scissors and cut this hair--he flung the mass back--cut this filthy hair right back to half an inch.,he would like to have a pair of scissor and cut this hair he fling the mass back cut this filthy hair right back to half a inch
3142,"He would like to have a bath, a proper wallow with soap.",he would like to have a bath a proper wallow with soap
3143,He passed his tongue experimentally over his teeth and decided that a toothbrush would come in handy too.,he pass his tongue experimentally over his tooth and decide that a toothbrush would come in handy too
3144,Then there were his nails-- Ralph turned his hand over and examined them.,then there be his nail ralph turn his hand over and examine them
3145,They were bitten down to the quick though he could not remember when he had restarted this habit nor any time when he indulged it.,they be bite down to the quick though he can not remember when he have restart this habit nor any time when he indulge it
3146,"""Be sucking my thumb next--""",be suck my thumb next
3147,"He looked round, furtively.",he look round furtively
3148,Apparently no one had heard.,apparently no one have hear
3149,"The hunters sat, stuffing themselves with this easy meal, trying to convince themselves that they got sufficient kick out of bananas and that other olive-grey, jelly-like fruit.",the hunter sit stuff themselves with this easy meal try to convince themselves that they get sufficient kick out of banana and that other olive grey jelly like fruit
3150,"With the memory of his sometime clean self as a standard, Ralph looked them over.",with the memory of his sometime clean self a a standard ralph look them over
3151,"They were dirty, not with the spectacular dirt of boys who have fallen into mud or been brought down hard on a rainy day.",they be dirty not with the spectacular dirt of boy who have fall into mud or be bring down hard on a rainy day
3152,"Not one of them was an obvious subject for a shower, and yet--hair, much too long, tangled here and there, knotted round a dead leaf or a twig; faces cleaned fairly well by the process of eating and sweating but marked in the less accessible angles with a kind of shadow; clothes, worn away, stiff like his own with sweat, put on, not for decorum or comfort but out of custom; the skin of the body, scurfy with brine-- He discovered with a little fall of the heart that these were the conditions he took as normal now and that he did not mind.",not one of them be a obvious subject for a shower and yet hair much too long tangle here and there knot round a dead leaf or a twig face clean fairly good by the process of eat and sweat but mark in the little accessible angle with a kind of shadow clothe wear away stiff like his own with sweat put on not for decorum or comfort but out of custom the skin of the body scurfy with brine he discover with a little fall of the heart that this be the condition he take a normal now and that he do not mind
3153,He sighed and pushed away the stalk from which he had stripped the fruit.,he sigh and push away the stalk from which he have strip the fruit
3154,Already the hunters were stealing away to do their business in the woods or down by the rocks.,already the hunter be steal away to do their business in the wood or down by the rock
3155,He turned and looked out to sea.,he turn and look out to sea
3156,"Here, on the other side of the island, the view was utterly different.",here on the other side of the island the view be utterly different
3157,"The filmy enchantments of mirage could not endure the cold ocean water and the horizon was hard, clipped blue.",the filmy enchantment of mirage can not endure the cold ocean water and the horizon be hard clip blue
3158,Ralph wandered down to the rocks.,ralph wander down to the rock
3159,"Down here, almost on a level with the sea, you could follow with your eye the ceaseless, bulging passage of the deep sea waves.",down here almost on a level with the sea you can follow with your eye the ceaseless bulge passage of the deep sea wave
3160,"They were miles wide, apparently not breakers or the banked ridges of shallow water.",they be mile wide apparently not breaker or the bank ridge of shallow water
3161,They traveled the length of the island with an air of disregarding it and being set on other business; they were less a progress than a momentous rise and fall of the whole ocean.,they travel the length of the island with a air of disregard it and be set on other business they be little a progress than a momentous rise and fall of the whole ocean
3162,"Now the sea would suck down, making cascades and waterfalls of retreating water, would sink past the rocks and plaster down the seaweed like shining hair: then, pausing, gather and rise with a roar, irresistibly swelling over point and outcrop, climbing the little cliff, sending at last an arm of surf up a gully to end a yard or so from him in fingers of spray.",now the sea would suck down make cascade and waterfall of retreat water would sink past the rock and plaster down the seaweed like shine hair then pause gather and rise with a roar irresistibly swell over point and outcrop climb the little cliff send at last a arm of surf up a gully to end a yard or so from him in finger of spray
3163,"Wave after wave, Ralph followed the rise and fall until something of the remoteness of the sea numbed his brain.",wave after wave ralph follow the rise and fall until something of the remoteness of the sea numb his brain
3164,Then gradually the almost infinite size of this water forced itself on his attention.,then gradually the almost infinite size of this water force itself on his attention
3165,"This was the divider, the barrier.",this be the divider the barrier
3166,"On the other side of the island, swathed at midday with mirage, defended by the shield of the quiet lagoon, one might dream of rescue; but here, faced by the brute obtuseness of the ocean, the miles of division, one was clamped down, one was helpless, one was condemned, one was-- Simon was speaking almost in his ear.",on the other side of the island swathe at midday with mirage defend by the shield of the quiet lagoon one may dream of rescue but here face by the brute obtuseness of the ocean the mile of division one be clamp down one be helpless one be condemn one be simon be speak almost in his ear
