,text_raw,text_clean
1104,Langdon was fairly certain that a reference to Dracothe ruthless seventh-century B.C.,langdon be fairly certain that a reference to dracothe ruthless 7 century b c
1105,politicianwas an unlikely dying thought.,politicianwas a unlikely dye think
1106,""" 'Draconian devil' seems an odd choice of vocabulary.""",draconian devil seem a odd choice of vocabulary
1107,"""Draconian?""",draconian
1108,Fache's tone came with a tinge of impatience now.,fache s tone come with a tinge of impatience now
1109,"""Saunire's choice of vocabulary hardly seems the primary issue here.""",saunire s choice of vocabulary hardly seem the primary issue here
1110,"Langdon wasn't sure what issue Fache had in mind, but he was starting to suspect that Draco and Fache would have gotten along well.",langdon be not sure what issue fache have in mind but he be start to suspect that draco and fache would have get along good
1111,"""Saunire was a Frenchman,"" Fache said flatly.",saunire be a frenchman fache say flatly
1112,"""He lived in Paris.",he live in paris
1113,"And yet he chose to write this message...""",and yet he choose to write this message
1114,"""In English,"" Langdon said, now realizing the captain's meaning.",in english langdon say now realize the captain s mean
1115,Fache nodded.,fache nod
1116,"""Prcisment.",prcisment
1117,"Any idea why?""",any idea why
1118,"Langdon knew Saunire spoke impeccable English, and yet the reason he had chosen English as the language in which to write his final words escaped Langdon.",langdon know saunire speak impeccable english and yet the reason he have choose english a the language in which to write his final word escape langdon
1119,He shrugged.,he shrug
1120,Fache motioned back to the pentacle on Saunire's abdomen.,fache motion back to the pentacle on saunire s abdomen
1121,"""Nothing to do with devil worship?",nothing to do with devil worship
1122,"Are you still certain?""",be you still certain
1123,Langdon was certain of nothing anymore.,langdon be certain of nothing anymore
1124,"""The symbology and text don't seem to coincide.",the symbology and text do not seem to coincide
1125,"I'm sorry I can't be of more help.""",i be sorry i can not be of much help
1126,"""Perhaps this will clarify.""",perhaps this will clarify
1127,"Fache backed away from the body and raised the black light again, letting the beam spread out in a wider angle.",fache back away from the body and raise the black light again let the beam spread out in a wide angle
1128,"""And now?""",and now
1129,"To Langdon's amazement, a rudimentary circle glowed around the curator's body.",to langdon s amazement a rudimentary circle glow around the curator s body
1130,"Saunire had apparently lay down and swung the pen around himself in several long arcs, essentially inscribing himself inside a circle.",saunire have apparently lie down and swing the pen around himself in several long arc essentially inscribe himself inside a circle
1131,"In a flash, the meaning became clear.",in a flash the mean become clear
1132,"""The Vitruvian Man,"" Langdon gasped.",the vitruvian man langdon gasp
1133,Saunire had created a life-sized replica of Leonardo da Vinci's most famous sketch.,saunire have create a life size replica of leonardo da vinci s much famous sketch
1134,"Considered the most anatomically correct drawing of its day, Da Vinci's The Vitruvian Man had become a modern-day icon of culture, appearing on posters, mouse pads, and T-shirts around the world.",consider the much anatomically correct draw of its day da vinci s the vitruvian man have become a modern day icon of culture appear on poster mouse pad and t shirt around the world
1135,The celebrated sketch consisted of a perfect circle in which was inscribed a nude male... his arms and legs outstretched in a naked spread eagle.,the celebrate sketch consist of a perfect circle in which be inscribe a nude male his arm and leg outstretch in a naked spread eagle
1136,Da Vinci.,da vinci
1137,Langdon felt a shiver of amazement.,langdon feel a shiver of amazement
1138,The clarity of Saunire's intentions could not be denied.,the clarity of saunire s intention can not be deny
1139,"In his final moments of life, the curator had stripped off his clothing and arranged his body in a clear image of Leonardo da Vinci's Vitruvian Man.",in his final moment of life the curator have strip off his clothe and arrange his body in a clear image of leonardo da vinci s vitruvian man
1140,The circle had been the missing critical element.,the circle have be the miss critical element
1141,"A feminine symbol of protection, the circle around the naked man's body completed Da Vinci's intended messagemale and female harmony.",a feminine symbol of protection the circle around the naked man s body complete da vinci s intend messagemale and female harmony
1142,"The question now, though, was why Saunire would imitate a famous drawing.",the question now though be why saunire would imitate a famous draw
1143,"""Mr. Langdon,"" Fache said, ""certainly a man like yourself is aware that Leonardo da Vinci had a tendency toward the darker arts.""",mr langdon fache say certainly a man like yourself be aware that leonardo da vinci have a tendency toward the dark art
1144,"Langdon was surprised by Fache's knowledge of Da Vinci, and it certainly went a long way toward explaining the captain's suspicions about devil worship.",langdon be surprise by fache s knowledge of da vinci and it certainly go a long way toward explain the captain s suspicion about devil worship
1145,"Da Vinci had always been an awkward subject for historians, especially in the Christian tradition.",da vinci have always be a awkward subject for historian especially in the christian tradition
1146,"Despite the visionary's genius, he was a flamboyant homosexual and worshipper of Nature's divine order, both of which placed him in a perpetual state of sin against God.",despite the visionary s genius he be a flamboyant homosexual and worshipper of nature s divine order both of which place him in a perpetual state of sin against god
1147,"Moreover, the artist's eerie eccentricities projected an admittedly demonic aura: Da Vinci exhumed corpses to study human anatomy; he kept mysterious journals in illegible reverse handwriting; he believed he possessed the alchemic power to turn lead into gold and even cheat God by creating an elixir to postpone death; and his inventions included horrific, never-before-imagined weapons of war and torture.",moreover the artist s eerie eccentricity project a admittedly demonic aura da vinci exhume corpse to study human anatomy he keep mysterious journal in illegible reverse handwriting he believe he possess the alchemic power to turn lead into gold and even cheat god by create a elixir to postpone death and his invention include horrific never before imagine weapon of war and torture
1148,"Misunderstanding breeds distrust, Langdon thought.",misunderstand breed distrust langdon think
1149,Even Da Vinci's enormous output of breathtaking Christian art only furthered the artist's reputation for spiritual hypocrisy.,even da vinci s enormous output of breathtaking christian art only further the artist s reputation for spiritual hypocrisy
1150,"Accepting hundreds of lucrative Vatican commissions, Da Vinci painted Christian themes not as an expression of his own beliefs but rather as a commercial venturea means of funding a lavish lifestyle.",accept hundred of lucrative vatican commission da vinci paint christian theme not a a expression of his own belief but rather a a commercial venturea mean of fund a lavish lifestyle
1151,"Unfortunately, Da Vinci was a prankster who often amused himself by quietly gnawing at the hand that fed him.",unfortunately da vinci be a prankster who often amuse himself by quietly gnaw at the hand that feed him
1152,He incorporated in many of his Christian paintings hidden symbolism that was anything but Christiantributes to his own beliefs and a subtle thumbing of his nose at the Church.,he incorporate in many of his christian painting hide symbolism that be anything but christiantributes to his own belief and a subtle thumb of his nose at the church
1153,"Langdon had even given a lecture once at the National Gallery in London entitled: ""The Secret Life of Leonardo: Pagan Symbolism in Christian Art.""",langdon have even give a lecture once at the national gallery in london entitle the secret life of leonardo pagan symbolism in christian art
1154,"""I understand your concerns,"" Langdon now said, ""but Da Vinci never really practiced any dark arts.",i understand your concern langdon now say but da vinci never really practice any dark art
1155,"He was an exceptionally spiritual man, albeit one in constant conflict with the Church.""",he be a exceptionally spiritual man albeit one in constant conflict with the church
1156,"As Langdon said this, an odd thought popped into his mind.",a langdon say this a odd think pop into his mind
1157,He glanced down at the message on the floor again.,he glance down at the message on the floor again
1158,"O, Draconian devil!",o draconian devil
1159,"Oh, lame saint!",oh lame saint
1160,"""Yes?""",yes
1161,Fache said.,fache say
1162,Langdon weighed his words carefully.,langdon weigh his word carefully
1163,"""I was just thinking that Saunire shared a lot of spiritual ideologies with Da Vinci, including a concern over the Church's elimination of the sacred feminine from modern religion.",i be just think that saunire share a lot of spiritual ideology with da vinci include a concern over the church s elimination of the sacred feminine from modern religion
1164,"Maybe, by imitating a famous Da Vinci drawing, Saunire was simply echoing some of their shared frustrations with the modern Church's demonization of the goddess.""",maybe by imitate a famous da vinci draw saunire be simply echo some of their share frustration with the modern church s demonization of the goddess
1165,Fache's eyes hardened.,fache s eye harden
1166,"""You think Saunire is calling the Church a lame saint and a Draconian devil?""",you think saunire be call the church a lame saint and a draconian devil
1167,"Langdon had to admit it seemed far-fetched, and yet the pentacle seemed to endorse the idea on some level.",langdon have to admit it seem far fetch and yet the pentacle seem to endorse the idea on some level
1168,"""All I am saying is that Mr. Saunire dedicated his life to studying the history of the goddess, and nothing has done more to erase that history than the Catholic Church.",all i be say be that mr saunire dedicate his life to study the history of the goddess and nothing have do much to erase that history than the catholic church
1169,"It seems reasonable that Saunire might have chosen to express his disappointment in his final good-bye.""",it seem reasonable that saunire may have choose to express his disappointment in his final good bye
1170,"""Disappointment?""",disappointment
1171,"Fache demanded, sounding hostile now.",fache demand sound hostile now
1172,"""This message sounds more enraged than disappointed, wouldn't you say?""",this message sound much enrage than disappoint would not you say
1173,Langdon was reaching the end of his patience.,langdon be reach the end of his patience
1174,"""Captain, you asked for my instincts as to what Saunire is trying to say here, and that's what I'm giving you.""",captain you ask for my instinct a to what saunire be try to say here and that be what i be give you
1175,"""That this is an indictment of the Church?""",that this be a indictment of the church
1176,Fache's jaw tightened as he spoke through clenched teeth.,fache s jaw tighten a he speak through clench tooth
1177,"""Mr. Langdon, I have seen a lot of death in my work, and let me tell you something.",mr langdon i have see a lot of death in my work and let me tell you something
1178,"When a man is murdered by another man, I do not believe his final thoughts are to write an obscure spiritual statement that no one will understand.",when a man be murder by another man i do not believe his final thought be to write a obscure spiritual statement that no one will understand
1179,"I believe he is thinking of one thing only.""",i believe he be think of one thing only
1180,Fache's whispery voice sliced the air.,fache s whispery voice slice the air
1181,"""La vengeance.",la vengeance
1182,"I believe Saunire wrote this note to tell us who killed him.""",i believe saunire write this note to tell us who kill him
1183,Langdon stared.,langdon stare
1184,"""But that makes no sense whatsoever.""",but that make no sense whatsoever
1185,"""No,"" he fired back, tired and frustrated.",no he fire back tire and frustrate
1186,"""You told me Saunire was attacked in his office by someone he had apparently invited in.""",you tell me saunire be attack in his office by someone he have apparently invite in
1187,"""So it seems reasonable to conclude that the curator knew his attacker.""",so it seem reasonable to conclude that the curator know his attacker
1188,Fache nodded.,fache nod
1189,"""Go on.""",go on
1190,"""So if Saunire knew the person who killed him, what kind of indictment is this?""",so if saunire know the person who kill him what kind of indictment be this
1191,He pointed at the floor.,he point at the floor
1192,"""Numeric codes?",numeric code
1193,Lame saints?,lame saint
1194,Draconian devils?,draconian devil
1195,Pentacles on his stomach?,pentacles on his stomach
1196,"It's all too cryptic.""",it be all too cryptic
1197,Fache frowned as if the idea had never occurred to him.,fache frown a if the idea have never occur to him
1198,"""You have a point.""",you have a point
1199,"""Considering the circumstances,"" Langdon said, ""I would assume that if Saunire wanted to tell you who killed him, he would have written down somebody's name.""",consider the circumstance langdon say i would assume that if saunire want to tell you who kill him he would have write down somebody be name
1200,"As Langdon spoke those words, a smug smile crossed Fache's lips for the first time all night.",a langdon speak that word a smug smile cross fache s lip for the ﻿1 time all night
1201,"""Prcisment,"" Fache said.",prcisment fache say
1202,"""Prcisment.""",prcisment
1203,"I am witnessing the work of a master, mused Lieutenant Collet as he tweaked his audio gear and listened to Fache's voice coming through the headphones.",i be witness the work of a master muse lieutenant collet a he tweak his audio gear and listen to fache s voice come through the headphone
1204,The agent suprieur knew it was moments like these that had lifted the captain to the pinnacle of French law enforcement.,the agent suprieur know it be moment like this that have lift the captain to the pinnacle of french law enforcement
1205,Fache will do what no one else dares.,fache will do what no one else dare
1206,"The delicate art of cajoler was a lost skill in modern law enforcement, one that required exceptional poise under pressure.",the delicate art of cajoler be a lose skill in modern law enforcement one that require exceptional poise under pressure
1207,"Few men possessed the necessary sangfroid for this kind of operation, but Fache seemed born for it.",few man possess the necessary sangfroid for this kind of operation but fache seem bear for it
1208,His restraint and patience bordered on the robotic.,his restraint and patience border on the robotic
1209,"Fache's sole emotion this evening seemed to be one of intense resolve, as if this arrest were somehow personal to him.",fache s sole emotion this even seem to be one of intense resolve a if this arrest be somehow personal to him
1210,Fache's briefing of his agents an hour ago had been unusually succinct and assured.,fache s brief of his agent a hour ago have be unusually succinct and assure
1211,"I know who murdered Jacques Saunire, Fache had said.",i know who murder jacques saunire fache have say
1212,You know what to do.,you know what to do
1213,No mistakes tonight.,no mistake tonight
1214,"And so far, no mistakes had been made.",and so far no mistake have be make
1215,"Collet was not yet privy to the evidence that had cemented Fache's certainty of their suspect's guilt, but he knew better than to question the instincts of the Bull.",collet be not yet privy to the evidence that have cement fache s certainty of their suspect s guilt but he know well than to question the instinct of the bull
1216,Fache's intuition seemed almost supernatural at times.,fache s intuition seem almost supernatural at time
1217,"God whispers in his ear, one agent had insisted after a particularly impressive display of Fache's sixth sense.",god whisper in his ear one agent have insist after a particularly impressive display of fache s 6 sense
1218,"Collet had to admit, if there was a God, Bezu Fache would be on His A-list.",collet have to admit if there be a god bezu fache would be on his a list
1219,The captain attended mass and confession with zealous regularityfar more than the requisite holiday attendance fulfilled by other officials in the name of good public relations.,the captain attend mass and confession with zealous regularityfar much than the requisite holiday attendance fulfill by other official in the name of good public relation
1220,"When the Pope visited Paris a few years back, Fache had used all his muscle to obtain the honor of an audience.",when the pope visit paris a few year back fache have use all his muscle to obtain the honor of a audience
1221,A photo of Fache with the Pope now hung in his office.,a photo of fache with the pope now hang in his office
1222,"The Papal Bull, the agents secretly called it.",the papal bull the agent secretly call it
1223,Collet found it ironic that one of Fache's rare popular public stances in recent years had been his outspoken reaction to the Catholic pedophilia scandal.,collet find it ironic that one of fache s rare popular public stance in recent year have be his outspoken reaction to the catholic pedophilia scandal
1224,These priests should be hanged twice!,this priest should be hang twice
1225,Fache had declared.,fache have declare
1226,Once for their crimes against children.,once for their crime against child
1227,And once for shaming the good name of the Catholic Church.,and once for shame the good name of the catholic church
1228,Collet had the odd sense it was the latter that angered Fache more.,collet have the odd sense it be the latter that anger fache much
1229,"Turning now to his laptop computer, Collet attended to the other half of his responsibilities here tonightthe GPS tracking system.",turn now to his laptop computer collet attend to the other half of his responsibility here tonightthe gps track system
1230,"The image onscreen revealed a detailed floor plan of the Denon Wing, a structural schematic uploaded from the Louvre Security Office.",the image onscreen reveal a detail floor plan of the denon wing a structural schematic upload from the louvre security office
1231,"Letting his eyes trace the maze of galleries and hallways, Collet found what he was looking for.",let his eye trace the maze of gallery and hallway collet find what he be look for
1232,Deep in the heart of the Grand Gallery blinked a tiny red dot.,deep in the heart of the grand gallery blink a tiny red dot
1233,La marque.,la marque
1234,Fache was keeping his prey on a very tight leash tonight.,fache be keep his prey on a very tight leash tonight
1235,Wisely so.,wisely so
1236,Robert Langdon had proven himself one cool customer.,robert langdon have prove himself one cool customer
1237,"To ensure his conversation with Mr. Langdon would not be interrupted, Bezu Fache had turned off his cellular phone.",to ensure his conversation with mr langdon would not be interrupt bezu fache have turn off his cellular phone
1238,"Unfortunately, it was an expensive model equipped with a two-way radio feature, which, contrary to his orders, was now being used by one of his agents to page him.",unfortunately it be a expensive model equip with a two way radio feature which contrary to his order be now be use by one of his agent to page him
1239,"""Capitaine?""",capitaine
1240,The phone crackled like a walkie-talkie.,the phone crackle like a walkie talkie
1241,Fache felt his teeth clench in rage.,fache feel his tooth clench in rage
1242,He could imagine nothing important enough that Collet would interrupt this surveillance cacheespecially at this critical juncture.,he can imagine nothing important enough that collet would interrupt this surveillance cacheespecially at this critical juncture
1243,He gave Langdon a calm look of apology.,he give langdon a calm look of apology
1244,"""One moment please.""",one moment please
1245,He pulled the phone from his belt and pressed the radio transmission button.,he pull the phone from his belt and press the radio transmission button
1246,"""Oui?""",oui
1247,"""Capitaine, un agent du Dpartement de Cryptographie est arriv.""",capitaine un agent du dpartement de cryptographie est arriv
1248,Fache's anger stalled momentarily.,fache s anger stall momentarily
1249,A cryptographer?,a cryptographer
1250,"Despite the lousy timing, this was probably good news.",despite the lousy time this be probably good news
1251,"Fache, after finding Saunire's cryptic text on the floor, had uploaded photographs of the entire crime scene to the Cryptography Department in hopes someone there could tell him what the hell Saunire was trying to say.",fache after find saunire s cryptic text on the floor have upload photograph of the entire crime scene to the cryptography department in hope someone there can tell him what the hell saunire be try to say
1252,"If a code breaker had now arrived, it most likely meant someone had decrypted Saunire's message.",if a code breaker have now arrive it much likely mean someone have decrypt saunire s message
1253,"""I'm busy at the moment,"" Fache radioed back, leaving no doubt in his tone that a line had been crossed.",i be busy at the moment fache radio back leave no doubt in his tone that a line have be cross
1254,"""Ask the cryptographer to wait at the command post.",ask the cryptographer to wait at the command post
1255,"I'll speak to him when I'm done.""",i will speak to him when i be do
1256,"""Her,"" the voice corrected.",her the voice correct
1257,"""It's Agent Neveu.""",it be agent neveu
1258,Fache was becoming less amused with this call every passing moment.,fache be become little amuse with this call every pass moment
1259,Sophie Neveu was one of DCPJ's biggest mistakes.,sophie neveu be one of dcpj s big mistake
1260,"A young Parisian dchiffreuse who had studied cryptography in England at the Royal Holloway, Sophie Neveu had been foisted on Fache two years ago as part of the ministry's attempt to incorporate more women into the police force.",a young parisian dchiffreuse who have study cryptography in england at the royal holloway sophie neveu have be foist on fache two year ago a part of the ministry s attempt to incorporate much woman into the police force
1261,"The ministry's ongoing foray into political correctness, Fache argued, was weakening the department.",the ministry s ongoing foray into political correctness fache argue be weaken the department
1262,"Women not only lacked the physicality necessary for police work, but their mere presence posed a dangerous distraction to the men in the field.",woman not only lack the physicality necessary for police work but their mere presence pose a dangerous distraction to the man in the field
1263,"As Fache had feared, Sophie Neveu was proving far more distracting than most.",a fache have fear sophie neveu be prove far much distract than much
1264,"At thirty-two years old, she had a dogged determination that bordered on obstinate.",at thirty two year old she have a dog determination that border on obstinate
1265,Her eager espousal of Britain's new cryptologic methodology continually exasperated the veteran French cryptographers above her.,her eager espousal of britain s new cryptologic methodology continually exasperate the veteran french cryptographer above her
1266,"And by far the most troubling to Fache was the inescapable universal truth that in an office of middle-aged men, an attractive young woman always drew eyes away from the work at hand.",and by far the much trouble to fache be the inescapable universal truth that in a office of middle age man a attractive young woman always draw eye away from the work at hand
1267,"The man on the radio said, ""Agent Neveu insisted on speaking to you immediately, Captain.",the man on the radio say agent neveu insist on speak to you immediately captain
1268,"I tried to stop her, but she's on her way into the gallery.""",i try to stop her but she be on her way into the gallery
1269,Fache recoiled in disbelief.,fache recoil in disbelief
1270,"""Unacceptable!",unacceptable
1271,"I made it very clear""",i make it very clear
1272,"For a moment, Robert Langdon thought Bezu Fache was suffering a stroke.",for a moment robert langdon think bezu fache be suffer a stroke
1273,The captain was midsentence when his jaw stopped moving and his eyes bulged.,the captain be midsentence when his jaw stop move and his eye bulge
1274,His blistering gaze seemed fixated on something over Langdon's shoulder.,his blister gaze seem fixate on something over langdon s shoulder
1275,"Before Langdon could turn to see what it was, he heard a woman's voice chime out behind him.",before langdon can turn to see what it be he hear a woman s voice chime out behind him
1276,"""Excusez-moi, messieurs.""",excusez moi monsieur
1277,Langdon turned to see a young woman approaching.,langdon turn to see a young woman approach
1278,"She was moving down the corridor toward them with long, fluid strides... a haunting certainty to her gait.",she be move down the corridor toward them with long fluid stride a haunt certainty to her gait
1279,"Dressed casually in a knee-length, cream-colored Irish sweater over black leggings, she was attractive and looked to be about thirty.",dress casually in a knee length cream color irish sweater over black legging she be attractive and look to be about thirty
1280,"Her thick burgundy hair fell unstyled to her shoulders, framing the warmth of her face.",her thick burgundy hair fall unstyled to her shoulder frame the warmth of her face
1281,"Unlike the waifish, cookie-cutter blondes that adorned Harvard dorm room walls, this woman was healthy with an unembellished beauty and genuineness that radiated a striking personal confidence.",unlike the waifish cookie cutter blonde that adorn harvard dorm room wall this woman be healthy with a unembellished beauty and genuineness that radiate a strike personal confidence
1282,"To Langdon's surprise, the woman walked directly up to him and extended a polite hand.",to langdon s surprise the woman walk directly up to him and extend a polite hand
1283,"""Monsieur Langdon, I am Agent Neveu from DCPJ's Cryptology Department.""",monsieur langdon i be agent neveu from dcpj s cryptology department
1284,Her words curved richly around her muted Anglo-Franco accent.,her word curve richly around her mute anglo franco accent
1285,"""It is a pleasure to meet you.""",it be a pleasure to meet you
1286,Langdon took her soft palm in his and felt himself momentarily fixed in her strong gaze.,langdon take her soft palm in his and feel himself momentarily fix in her strong gaze
1287,Her eyes were olive-greenincisive and clear.,her eye be olive greenincisive and clear
1288,"Fache drew a seething inhalation, clearly preparing to launch into a reprimand.",fache draw a seethe inhalation clearly prepare to launch into a reprimand
1289,"""Captain,"" she said, turning quickly and beating him to the punch, ""please excuse the interruption, but""",captain she say turn quickly and beat him to the punch please excuse the interruption but
1290,"""Ce n'est pas le moment!""",ce n est pas le moment
1291,Fache sputtered.,fache sputter
1292,"""I tried to phone you.""",i try to phone you
1293,"Sophie continued in English, as if out of courtesy to Langdon.",sophie continue in english a if out of courtesy to langdon
1294,"""But your cell phone was turned off.""",but your cell phone be turn off
1295,"""I turned it off for a reason,"" Fache hissed.",i turn it off for a reason fache hiss
1296,"""I am speaking to Mr.",i be speak to mr
1297,"Langdon.""",langdon
1298,"""I've deciphered the numeric code,"" she said flatly.",i have decipher the numeric code she say flatly
1299,Langdon felt a pulse of excitement.,langdon feel a pulse of excitement
1300,She broke the code?,she break the code
1301,Fache looked uncertain how to respond.,fache look uncertain how to respond
1302,"""Before I explain,"" Sophie said, ""I have an urgent message for Mr.",before i explain sophie say i have a urgent message for mr
1303,"Langdon.""",langdon
1304,Fache's expression turned to one of deepening concern.,fache s expression turn to one of deepen concern
1305,"""For Mr.",for mr
1306,"Langdon?""",langdon
1307,"She nodded, turning back to Langdon.",she nod turn back to langdon
1308,"""You need to contact the U.S. Embassy, Mr. Langdon.",you need to contact the you s embassy mr langdon
1309,"They have a message for you from the States.""",they have a message for you from the state
1310,"Langdon reacted with surprise, his excitement over the code giving way to a sudden ripple of concern.",langdon react with surprise his excitement over the code give way to a sudden ripple of concern
1311,A message from the States?,a message from the state
1312,He tried to imagine who could be trying to reach him.,he try to imagine who can be try to reach him
1313,Only a few of his colleagues knew he was in Paris.,only a few of his colleague know he be in paris
1314,Fache's broad jaw had tightened with the news.,fache s broad jaw have tighten with the news
1315,"""The U.S.",the you s
1316,"Embassy?""",embassy
1317,"he demanded, sounding suspicious.",he demand sound suspicious
1318,"""How would they know to find Mr. Langdon here?""",how would they know to find mr langdon here
1319,Sophie shrugged.,sophie shrug
1320,"""Apparently they called Mr. Langdon's hotel, and the concierge told them Mr. Langdon had been collected by a DCPJ agent.""",apparently they call mr langdon s hotel and the concierge tell them mr langdon have be collect by a dcpj agent
1321,Fache looked troubled.,fache look trouble
1322,"""And the embassy contacted DCPJ Cryptography?""",and the embassy contact dcpj cryptography
1323,"""No, sir,"" Sophie said, her voice firm.",no sir sophie say her voice firm
1324,"""When I called the DCPJ switchboard in an attempt to contact you, they had a message waiting for Mr. Langdon and asked me to pass it along if I got through to you.""",when i call the dcpj switchboard in a attempt to contact you they have a message wait for mr langdon and ask me to pass it along if i get through to you
1325,Fache's brow furrowed in apparent confusion.,fache s brow furrow in apparent confusion
1326,"He opened his mouth to speak, but Sophie had already turned back to Langdon.",he open his mouth to speak but sophie have already turn back to langdon
1327,"""Mr. Langdon,"" she declared, pulling a small slip of paper from her pocket, ""this is the number for your embassy's messaging service.",mr langdon she declare pull a small slip of paper from her pocket this be the numb for your embassy s message service
1328,"They asked that you phone in as soon as possible.""",they ask that you phone in a soon a possible
1329,She handed him the paper with an intent gaze.,she hand him the paper with a intent gaze
1330,"""While I explain the code to Captain Fache, you need to make this call.""",while i explain the code to captain fache you need to make this call
1331,Langdon studied the slip.,langdon study the slip
1332,It had a Paris phone number and extension on it.,it have a paris phone numb and extension on it
1333,"""Thank you,"" he said, feeling worried now.",thank you he say feel worry now
1334,"""Where do I find a phone?""",where do i find a phone
1335,"Sophie began to pull a cell phone from her sweater pocket, but Fache waved her off.",sophie begin to pull a cell phone from her sweater pocket but fache wave her off
1336,He now looked like Mount Vesuvius about to erupt.,he now look like mount vesuvius about to erupt
1337,"Without taking his eyes off Sophie, he produced his own cell phone and held it out.",without take his eye off sophie he produce his own cell phone and hold it out
1338,"""This line is secure, Mr. Langdon.",this line be secure mr langdon
1339,"You may use it.""",you may use it
1340,Langdon felt mystified by Fache's anger with the young woman.,langdon feel mystify by fache s anger with the young woman
1341,"Feeling uneasy, he accepted the captain's phone.",feel uneasy he accept the captain s phone
1342,Fache immediately marched Sophie several steps away and began chastising her in hushed tones.,fache immediately march sophie several step away and begin chastise her in hush tone
1343,"Disliking the captain more and more, Langdon turned away from the odd confrontation and switched on the cell phone.",dislike the captain much and much langdon turn away from the odd confrontation and switch on the cell phone
1344,"Checking the slip of paper Sophie had given him, Langdon dialed the number.",check the slip of paper sophie have give him langdon dial the numb
1345,The line began to ring.,the line begin to ring
1346,One ring... two rings... three rings...,one ring two ring three ring
1347,Finally the call connected.,finally the call connect
1348,"Langdon expected to hear an embassy operator, but he found himself instead listening to an answering machine.",langdon expect to hear a embassy operator but he find himself instead listen to a answer machine
1349,"Oddly, the voice on the tape was familiar.",oddly the voice on the tape be familiar
1350,It was that of Sophie Neveu.,it be that of sophie neveu
1351,"""Bonjour, vous tes bien chez Sophie Neveu,"" the woman's voice said.",bonjour vous tes bien chez sophie neveu the woman s voice say
1352,"""Je suis absenle pour le moment, mais... """,je suis absenle pour le moment mais
1353,"Confused, Langdon turned back toward Sophie.",confuse langdon turn back toward sophie
1354,"""I'm sorry, Ms. Neveu?",i be sorry ms neveu
1355,"I think you may have given me""",i think you may have give me
1356,"""No, that's the right number,"" Sophie interjected quickly, as if anticipating Langdon's confusion.",no that be the right numb sophie interject quickly a if anticipate langdon s confusion
1357,"""The embassy has an automated message system.",the embassy have a automate message system
1358,"You have to dial an access code to pick up your messages.""",you have to dial a access code to pick up your message
1359,Langdon stared.,langdon stare
1360,"""But""",but
1361,"""It's the three-digit code on the paper I gave you.""",it be the three digit code on the paper i give you
1362,"Langdon opened his mouth to explain the bizarre error, but Sophie flashed him a silencing glare that lasted only an instant.",langdon open his mouth to explain the bizarre error but sophie flash him a silence glare that last only a instant
1363,Her green eyes sent a crystal-clear message.,her green eye send a crystal clear message
1364,Don't ask questions.,do not ask question
1365,Just do it.,just do it
1366,"Bewildered, Langdon punched in the extension on the slip of paper: 454.",bewilder langdon punch in the extension on the slip of paper
1367,"Sophie's outgoing message immediately cut off, and Langdon heard an electronic voice announce in French: ""You have one new message.""",sophie s outgoing message immediately cut off and langdon hear a electronic voice announce in french you have one new message
1368,"Apparently, 454 was Sophie's remote access code for picking up her messages while away from home.",apparently be sophie s remote access code for pick up her message while away from home
1369,I'm picking up this woman's messages?,i be pick up this woman s message
1370,Langdon could hear the tape rewinding now.,langdon can hear the tape rewind now
1371,"Finally, it stopped, and the machine engaged.",finally it stop and the machine engage
1372,Langdon listened as the message began to play.,langdon listen a the message begin to play
1373,"Again, the voice on the line was Sophie's.",again the voice on the line be sophie s
1374,"""Mr. Langdon,"" the message began in a fearful whisper.",mr langdon the message begin in a fearful whisper
1375,"""Do not react to this message.",do not react to this message
1376,Just listen calmly.,just listen calmly
1377,You are in danger right now.,you be in danger right now
1378,"Follow my directions very closely.""",follow my direction very closely
1379,CHAPTER 10,chapter
1380,Silas sat behind the wheel of the black Audi the Teacher had arranged for him and gazed out at the great Church of Saint-Sulpice.,silas sit behind the wheel of the black audi the teacher have arrange for him and gaze out at the great church of saint sulpice
1381,"Lit from beneath by banks of floodlights, the church's two bell towers rose like stalwart sentinels above the building's long body.",light from beneath by bank of floodlight the church s two bell tower rise like stalwart sentinel above the build s long body
1382,"On either flank, a shadowy row of sleek buttresses jutted out like the ribs of a beautiful beast.",on either flank a shadowy row of sleek buttress jut out like the rib of a beautiful beast
1383,The heathens used a house of God to conceal their keystone.,the heathen use a house of god to conceal their keystone
1384,Again the brotherhood had confirmed their legendary reputation for illusion and deceit.,again the brotherhood have confirm their legendary reputation for illusion and deceit
1385,Silas was looking forward to finding the keystone and giving it to the Teacher so they could recover what the brotherhood had long ago stolen from the faithful.,silas be look forward to find the keystone and give it to the teacher so they can recover what the brotherhood have long ago steal from the faithful
1386,How powerful that will make Opus Dei.,how powerful that will make opus dei
1387,"Parking the Audi on the deserted Place Saint-Sulpice, Silas exhaled, telling himself to clear his mind for the task at hand.",park the audi on the desert place saint sulpice silas exhale tell himself to clear his mind for the task at hand
1388,"His broad back still ached from the corporal mortification he had endured earlier today, and yet the pain was inconsequential compared with the anguish of his life before Opus Dei had saved him.",his broad back still ache from the corporal mortification he have endure early today and yet the pain be inconsequential compare with the anguish of his life before opus dei have save him
1389,"Still, the memories haunted his soul.",still the memory haunt his soul
1390,"Release your hatred, Silas commanded himself.",release your hatred silas command himself
1391,Forgive those who trespassed against you.,forgive that who trespass against you
